entry_idx,exit_idx,entry,exit,qty,pnl,exit_type,equity
15713,15727,62842.056,63908.61453553828,0.8901446491096311,-949.3913733716099,stop_loss,46520.17729520889
16298,16397,67540.8835,67580.15,0.2616898733711147,-10.275645412726327,max_bars_exit,46509.901649796164
16299,16398,67346.244,67576.85,0.2530230268914243,-58.348628139323736,max_bars_exit,46451.55302165684
16301,16400,66955.546,67586.2735,0.2555473429267959,-161.180736735859,max_bars_exit,46290.37228492098
16316,16415,67202.58,67167.416,0.4987661858063996,17.538614157698383,max_bars_exit,46307.91089907868
16442,16456,67244.3275,67907.50860857143,1.39653890319136,-926.1582179815736,stop_loss,45381.7526810971
16443,16456,67201.21,67854.33725142857,1.3896756744366399,-907.635053621942,stop_loss,44474.11762747516
16444,16454,67173.82,67806.98953714286,1.4048091393708755,-889.4823525495033,stop_loss,43584.63527492566
16569,16668,65802.206,65534.02,0.5674479673048106,152.18160055961292,max_bars_exit,43736.816875485274
16582,16681,65884.43,65703.89,0.4707250135516374,84.9846939466096,max_bars_exit,43821.80156943188
16603,16702,65999.045,65955.575,0.6517185757030769,28.330206485813513,max_bars_exit,43850.131775917696
16605,16704,65930.7975,65933.956,0.6628053801871876,-2.09347079332455,max_bars_exit,43848.03830512437
16606,16705,65727.1615,65955.44,0.6562872293629499,-149.81626428813038,max_bars_exit,43698.22204083624
16612,16711,65459.5635,65774.42,0.8268168681419925,-260.32866524415067,max_bars_exit,43437.89337559209
16631,16730,65455.59,65892.03,1.3286824292765844,-579.8901594334756,max_bars_exit,42858.00321615861
16632,16686,65226.5045,65893.83707142857,1.2844571073284174,-857.1600643231723,stop_loss,42000.84315183544
16634,16696,65356.2795,66000.39464285714,1.304140839339061,-840.0168630367089,stop_loss,41160.82628879873
16674,16677,65471.36,65013.24585714286,1.9955105655051595,914.1716122787683,trailing_stop,42074.9979010775
16766,16770,65557.8,64943.81528450321,2.287608538339741,1404.556677580562,trailing_stop,43479.55457865806
16814,16859,63470.381,64333.79107192843,1.0071588458899152,-869.5910915731614,stop_loss,42609.963487084904
16840,16860,63956.13,64469.37257142856,1.6604220249494883,-852.1992697416981,stop_loss,41757.7642173432
16850,16859,63938.5415,64454.068785714284,1.6200020978321674,-835.155284346864,stop_loss,40922.608932996336
17135,17148,66352.35,66870.22370724844,1.580408827875279,-818.4521786599267,stop_loss,40104.15675433641
17138,17148,66270.1115,66779.39406439128,1.5749275376144434,-802.0831350867281,stop_loss,39302.07361924968
17142,17148,66233.425,66822.11709042857,1.3352336224065093,-786.0414723849935,stop_loss,38516.03214686469
17366,17447,65823.1065,66938.76692142856,0.6904615671056313,-770.3206429372938,stop_loss,37745.71150392739
17370,17447,65781.055,66710.17495,0.8125045965039731,-754.9142300785478,stop_loss,36990.797273848846
17422,17447,65986.706,66745.29786285714,0.9752489865769928,-739.8159454769769,stop_loss,36250.98132837187
17639,17667,67854.803,66976.00174642858,1.2629906924391143,1109.9178037645324,trailing_stop,37360.8991321364
17657,17667,67993.5,66976.97552142857,1.2189509589357483,1239.0934879363076,trailing_stop,38599.992620072706
17658,17667,67931.368,66977.2278357143,1.2389792878596395,1182.1599012649872,trailing_stop,39782.152521337695
17732,17751,66865.733,67987.22349671427,0.7094514423062998,-795.6430504267539,stop_loss,38986.50947091094
17737,17751,66546.545,68150.63727185712,0.4860881154395769,-779.7301894182187,stop_loss,38206.77928149272
17740,17839,66862.483,68444.9,0.35101417545958064,-555.4507984882237,max_bars_exit,37651.3284830045
18318,18417,71531.763,70920.525,0.33481142211139653,204.64946402852985,max_bars_exit,37855.97794703303
18322,18421,71472.482,70902.1485,0.271477399993464,154.83265570917445,max_bars_exit,38010.8106027422
18344,18443,70774.955,71181.66,0.41081947329424606,-167.08233388613706,max_bars_exit,37843.728268856066
18360,18459,70864.385,71088.366,0.5491949325173158,-123.00923018016077,max_bars_exit,37720.7190386759
18418,18440,70920.525,70470.86507500001,1.4717322777539614,661.779025634904,trailing_stop,38382.49806431081
18436,18492,70795.3,70182.189225,1.2552139844992343,769.5852188271739,trailing_stop,39152.08328313798
18475,18492,70877.855,70179.724825,1.5264178374027644,1065.638351949111,trailing_stop,40217.721635087095
18495,18592,70320.19,68723.04926785713,0.6280757357716141,1003.1253404714479,trailing_stop,41220.84697555854
18564,18575,70252.6885,69762.32483546429,1.5127098996391435,741.777969766509,trailing_stop,41962.62494532505
18565,18591,70195.3,69106.45602000003,1.5415477594990596,1678.5049978130019,take_profit,43641.129943138054
18571,18592,70028.757,68712.54516760714,1.0143194474050852,1335.0592585007591,trailing_stop,44976.189201638816
18589,18688,69222.286,68294.2735,0.426921210811154,396.1882201478848,max_bars_exit,45372.3774217867
18619,18718,68533.31,68289.8495,0.4319193442204909,105.15529950359327,max_bars_exit,45477.5327212903
18624,18723,68361.7945,68210.9155,0.5016807580414671,75.69309109253892,max_bars_exit,45553.225812382836
18633,18732,67862.216,68264.3015,0.3703642265068727,-148.91808519712953,max_bars_exit,45404.307727185704
18676,18775,68009.24,68074.7355,0.8524463710171619,-55.83140129294599,max_bars_exit,45348.476325892756
18712,18787,68222.2655,67846.58838928571,2.3367338458045896,877.8574197001476,trailing_stop,46226.33374559291
18752,18794,68174.235,67483.78655100001,1.780119846479098,1229.080987035591,trailing_stop,47455.414732628495
18754,18794,68129.38,67483.86106528572,1.8170225325037692,1172.9224495336905,trailing_stop,48628.337182162184
18756,18855,67905.03,68056.4425,1.5638667358927671,-236.78897214837272,max_bars_exit,48391.54821001381
18771,18794,67941.45,67480.17723476427,2.580955591112632,1190.5245224631367,trailing_stop,49582.07273247695
18777,18794,68048.6,67479.87502809642,2.7325389464528067,1554.0631355468377,trailing_stop,51136.13586802378
18786,18794,67836.885,67479.85065714286,2.825776291274602,1008.8991812165023,trailing_stop,52145.03504924029
18877,18943,67702.4,67228.879425,2.4187298974314033,1145.3183718013795,trailing_stop,53290.35342104167
18895,18943,67834.3,67230.24943571429,2.1931205149873794,1324.7556846247087,trailing_stop,54615.10910566638
18900,18943,67855.2695,67229.17249285715,2.4662517199292098,1544.1128207085735,trailing_stop,56159.22192637495
18934,18947,67600.5045,67049.1659745,2.282714346183517,1258.5483617624905,trailing_stop,57417.77028813744
18939,19038,67359.4745,66973.245,2.094603774066454,808.9977683558021,max_bars_exit,58226.768056493245
19021,19032,67260.6775,66922.8099607143,2.9829406982788735,1007.8388335626843,trailing_stop,59234.60689005593
19027,19126,67073.58,67557.765,1.1232101798914005,-543.8415209507151,max_bars_exit,58690.76536910522
19072,19098,67036.454,67409.32431428572,3.1480524525817355,-1173.8153073821043,stop_loss,57516.95006172312
19156,19255,67017.6,67010.19,0.4899511385204709,3.6305379364384005,max_bars_exit,57520.58059965955
